sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:time:noun:1,time,noun,时间；时代；次数；节拍；倍数,n 时间；时代；次数；节拍；倍数；v 计时；测定…的时间；安排…的速度；adj 定时的；定期的；分期的,/taɪm/,/taɪm/,Einstein changed the way we think about space and time.,爱因斯坦改变了我们的时空概念。
en:tiny:adjective:1,tiny,adjective,微小的；很少的,adj 微小的；很少的；n (Tiny)人名；(葡、印)蒂尼,/'taɪni/,/'taɪnɪ/,a tiny community in the Midwest,中西部地区一个极小的社区
en:tired:adjective:1,tired,adjective,疲倦的；厌倦的，厌烦的,adj 疲倦的；厌倦的，厌烦的；v 疲倦；对…腻烦（tire的过去分词形式）,/'taɪɚd/,/taɪəd/,He looks tired out (= very tired ) .,他看起来累坏了。
en:to:adverb:1,to,adverb,向前；（门等）关上,adv 向前；（门等）关上；prep 到；向；（表示时间、方向）朝…方向；n (To)人名；(柬)多；(中)脱(普通话·威妥玛),/tə;tu;tuː/,/tə;tu;tuː/,The wind blew the door to.,风把门吹上了。
en:today:adverb:1,today,adverb,今天；现今,adv 今天；现今；n 今天；现今,/tə'de/,/tə'deɪ/,I couldn’t go shopping yesterday so I’ll have to go today.,我昨天没能去买东西，所以今天我必须去。
en:together:adverb:1,together,adverb,一起；同时；相互；连续地；总共,adv 一起；同时；相互；连续地；总共；adj 新潮的；情绪稳定的，做事有效率的,/tə'ɡɛðɚ/,/tə'geðə/,We’ve very much enjoyed working together .,我们在一起工作非常开心。
en:toilet:noun:1,toilet,noun,厕所，盥洗室；梳妆，打扮,n 厕所，盥洗室；梳妆，打扮；vi 梳妆，打扮；vt 给…梳妆打扮,/'tɔɪlət/,/ˈtɔɪlɪt/,public toilets,公共厕所
en:tomato:noun:1,tomato,noun,番茄，西红柿,n 番茄，西红柿,/tə'meto/,/tə'mɑːtəʊ/,He staked his tomato vines with bamboo.,他用竹竿支撑起西红柿秧。
en:tomorrow:noun:1,tomorrow,noun,明天；未来,n 明天；未来；adv 明天；未来地（等于to-morrow）,/tə'mɔro/,/tə'mɒrəʊ/,I’ll see you at tomorrow’s meeting.,明天会上见。
en:ton:noun:1,ton,noun,吨；很多，大量,n 吨；很多，大量,/tʌn/,/tʌn/,I’ve got tons of work to do.,我有很多工作要做。
en:tongue:noun:1,tongue,noun,舌头；语言,n 舌头；语言；v 舔；斥责；用舌吹,/tʌŋ/,/tʌŋ/,Joe ran his tongue over his dry lips.,乔舔了舔干燥的嘴唇。
en:tonight:adverb:1,tonight,adverb,在今晚,adv 在今晚；n 今晚,/tə'naɪt/,/tə'naɪt/,I think I’ll go to bed early tonight.,我想今晚我会早点上床睡觉。
en:too:adverb:1,too,adverb,太；也；很；还；非常；过度,adv 太；也；很；还；非常；过度,/tu/,/tuː/,Do you think the music’s too loud?,你觉得音乐太响了吗？
en:tool:noun:1,tool,noun,工具，用具；器械，机床；手段,n 工具，用具；器械，机床；手段；v 使用工具；用机床装备工厂,/tul/,/tuːl/,I don’t have the right tools to start fiddling around with the engine.,我没有合适的工具来摆弄发动机。
en:toothache:noun:1,toothache,noun,[口腔] 牙痛,n [口腔] 牙痛,/'tuθek/,/'tuːθeɪk/,I’ve got toothache .,我牙痛。
en:toothbrush:noun:1,toothbrush,noun,牙刷,n 牙刷,/'tuθbrʌʃ/,/'tuːθbrʌʃ/,How do you choose your toothbrush?,你是如何选择你的牙刷的？
en:toothpaste:noun:1,toothpaste,noun,牙膏,n 牙膏,/'tuθpest/,/'tuːθpeɪst/,"Shaving supplies, toothpaste, and soap were found inside.",在里面找到了剃须用品、牙膏和肥皂。
en:top:noun:1,top,noun,顶部，顶端；上部；首席；陀螺,n 顶部，顶端；上部；首席；陀螺；v 高出，超越；结束；达到顶点；adj 最高的，顶上的；头等的,/tɑp/,/tɒp/,a low wooden table with a glass top,玻璃桌面的矮木桌
en:total:adjective:1,total,adjective,全部的；完全的；整个的,adj 全部的；完全的；整个的；v 总数达；n 总数，合计,/'totl/,/'təʊt(ə)l/,a total ban on cigarette advertising,香烟广告的全面禁止
en:touch:verb:1,touch,verb,接触；触动；使轻度受害,v 接触；触动；使轻度受害；n 接触；触觉；格调；少许,/tʌtʃ/,/tʌtʃ/,"As our glasses touched, he said ‘Cheers!’",我们的酒杯相碰时，他说了声:“干杯！”
en:tourist:noun:1,tourist,noun,旅行者，观光客,n 旅行者，观光客；adj 旅游的；vt 在旅行参观；vi 旅游；观光；adv 坐旅游车厢；坐经济舱,/'tʊrɪst/,/'tʊərɪst/,Cambridge is always full of tourists in the summer.,剑桥在夏季总是挤满了游客。
en:towel:noun:1,towel,noun,毛巾，手巾；[纸] 纸巾,n 毛巾，手巾；[纸] 纸巾；v 用毛巾擦,/'taʊəl/,/'taʊəl/,Have you got a clean towel I could use?,你有没有干净毛巾给我用？
en:tower:noun:1,tower,noun,塔；高楼；堡垒,n 塔；高楼；堡垒；v 高耸；超越,/'taʊɚ/,/'taʊə/,the Eiffel Tower,埃菲尔铁塔
en:town:noun:1,town,noun,城镇，市镇；市内商业区,n 城镇，市镇；市内商业区,/taʊn/,/taʊn/,an industrial town in the Midlands,英格兰中部的一座工业城镇
en:toy:noun:1,toy,noun,玩具；小装饰品；不值钱的东西,n 玩具；小装饰品；不值钱的东西；v 玩弄；调情；随随便便地对待；adj 作为玩具的；玩物似的,/tɔɪ/,/tɒɪ/,some toys for the baby,宝宝玩的一些玩具
en:trade:noun:1,trade,noun,贸易，交易；行业；职业,n 贸易，交易；行业；职业；v 交易，买卖；以物易物,/tred/,/treɪd/,international trade agreements,国际贸易协定
en:traditional:adjective:1,traditional,adjective,传统的；惯例的,adj 传统的；惯例的,/trə'dɪʃənl/,/trə'dɪʃ(ə)n(ə)l/,traditional Italian cooking,传统的意大利烹饪
en:traffic:noun:1,traffic,noun,交通；运输；贸易；[通信] 通信量,n 交通；运输；贸易；[通信] 通信量；v 用…作交换；在…通行,/'træfɪk/,/'træfɪk/,There wasn’t much traffic on the roads.,路上车辆不多。
en:train:noun:1,train,noun,火车；行列；长队；裙裾,n 火车；行列；长队；裙裾；v 培养；训练；瞄准,/tren/,/treɪn/,We went all the way to Inverness by train.,我们一路坐火车到因弗内斯。
en:training:noun:1,training,noun,训练；培养；瞄准；整枝,n 训练；培养；瞄准；整枝；v 训练；教养（train的ing形式）,/'trenɪŋ/,/'treɪnɪŋ/,Police drivers have to undergo intensive training .,警察驾驶员都得接受强化训练。
en:translate:verb:1,translate,verb,翻译；转化；解释；转变为；调动,v 翻译；转化；解释；转变为；调动,/træns'let/,/træns'leɪt; trɑːns-; -nz-/,Poetry doesn’t usually translate well.,诗歌通常都译不好。
en:treasure:noun:1,treasure,noun,财富，财产；财宝；珍品,n 财富，财产；财宝；珍品；v 珍爱；珍藏,/'trɛʒɚ/,/'treʒə/,The Book of Kells is Trinity College’s greatest treasure.,《凯尔经》是三一学院的镇院之宝。
en:treatment:noun:1,treatment,noun,治疗，疗法；处理；对待,n 治疗，疗法；处理；对待,/'tritmənt/,/'triːtm(ə)nt/,"Just lately, Kyra has been giving me the silent treatment (= refusing to speak to me because she is angry with me ) .",就在最近，凯拉一直对我不理不睬。
en:tree:noun:1,tree,noun,树；木料；树状物,n 树；木料；树状物；v 把赶上树,/tri/,/triː/,"As a kid, I loved to climb trees.",小时候，我喜欢爬树。
en:trip:verb:1,trip,verb,绊倒；远足；犯错误；轻快地走,v 绊倒；远足；犯错误；轻快地走；n 旅行；绊倒；差错,/trɪp/,/trɪp/,He tripped and fell .,他绊了一下，摔倒了。
en:trouble:noun:1,trouble,noun,麻烦；烦恼；故障；动乱,n 麻烦；烦恼；故障；动乱；v 麻烦；使烦恼；折磨,/'trʌbl/,/'trʌb(ə)l/,Recent stock market losses point to trouble ahead.,最近股市的下跌预示着未来将有麻烦。
en:trousers:noun:1,trousers,noun,裤子，长裤,n 裤子，长裤,/'traʊzɚz/,/'traʊzəz/,His trousers were slightly too short.,他的裤子有点短。
en:truck:noun:1,truck,noun,卡车；交易；手推车,n 卡车；交易；手推车；v 驾驶卡车；以物易物；adj （美）运货汽车的,/trʌk/,/trʌk/,a truck driver,卡车司机
en:true:adjective:1,true,adjective,真实的；正确的,adj 真实的；正确的；adv 真实地；准确地；n 真实；准确；v 装准,/tru/,/truː/,"No, honestly, it’s a true story .",不，真的，这是一个真实的故事。
en:trust:noun:1,trust,noun,信任，信赖；责任；托拉斯,n 信任，信赖；责任；托拉斯；v 信任，信赖；盼望；赊卖给,/trʌst/,/trʌst/,At first there was a lack of trust between them.,起初，他们之间缺乏信任。
en:truth:noun:1,truth,noun,真理；事实；诚实；实质,n 真理；事实；诚实；实质,/trʊθ/,/truːθ/,How do we know you’re telling us the truth?,我们怎么知道你告诉我们的是真话？
en:try:verb:1,try,verb,试图，努力；试验；审判；考验,v 试图，努力；试验；审判；考验；n 尝试；努力；试验,/traɪ/,/traɪ/,Let’s have a rest and then we’ll try again.,我们休息一下，然后再试。
en:tuesday:noun:1,Tuesday,noun,星期二,n 星期二,"/ˈtuzdi, -ˌde, ˈtjuz-/",/'tjuːzdeɪ; -dɪ/,I’ll see you Tuesday.,星期二见。
en:turn:verb:1,turn,verb,转动，使旋转；转弯；翻过来；兑换,v 转动，使旋转；转弯；翻过来；兑换；n 转弯；变化；(损害或有益于别人的)行为，举动，举止,/tɝn/,/tɜːn/,Ricky turned and walked away.,里基转身走了。
en:twelfth:adjective:1,twelfth,adjective,第十二的，第十二个的；十二分之一的,adj 第十二的，第十二个的；十二分之一的；n 第十二；月的第十二日,/twɛlfθ/,/twelfθ/,He poled his twelfth home run in the sixth inning.,在第六回合他打出了他的第十二次本垒打。
en:twelve:noun:1,twelve,noun,十二；十二个,n 十二；十二个；num 十二；十二个；adj 十二的；十二个的,/twɛlv/,/twelv/,He received a twelve-month jail sentence.,他获刑12个月。
en:twentieth:noun:1,twentieth,noun,二十分之一,n 二十分之一；adj 第二十的；二十分之一的；num 第二十,/ˈtwentiəθ/,/ˈtwentiəθ/,One twentieth of the total output was exported.,产量中有二十分之一出口。
en:twenty:noun:1,twenty,noun,二十；二十年代,n 二十；二十年代；num 二十；adj 二十的,/'twɛnti/,/'twentɪ/,a small village twenty miles from Nairobi,距内罗毕20英里的一个小村庄
en:twice:adverb:1,twice,adverb,两次；两倍,adv 两次；两倍,/twaɪs/,/twaɪs/,He was questioned by police twice yesterday.,他昨天被警察审问了两次。
en:two:noun:1,two,noun,两个,n 两个；adj 两个的；num 二,/tu/,/tuː/,"I’d like you to line up in twos, please.",请你们两个一组排好队。
en:ugly:adjective:1,ugly,adjective,丑陋的；邪恶的；令人厌恶的,adj 丑陋的；邪恶的；令人厌恶的,/'ʌɡli/,/'ʌglɪ/,a very ugly man,非常丑陋的男子
en:umbrella:noun:1,umbrella,noun,雨伞；保护伞；庇护；伞形结构,n 雨伞；保护伞；庇护；伞形结构,/ʌm'brɛlə/,/ʌm'brelə/,"It started to rain, so Tricia stopped to put up her umbrella.",开始下雨了，所以特里西娅停下来撑起雨伞。
en:uncle:noun:1,uncle,noun,叔叔；伯父；伯伯；舅父；姨丈；姑父,n 叔叔；伯父；伯伯；舅父；姨丈；姑父,/'ʌŋkl/,/'ʌŋk(ə)l/,I went to stay with my uncle and aunt for a few days.,我去和叔叔婶婶住了几天。
en:under:preposition:1,under,preposition,低于，少于；在之下,prep 低于，少于；在之下；adv 在下面；在下方；adj 下面的；从属的,/'ʌndɚ/,/'ʌndə/,These toys are not suitable for children under five.,这些玩具不适合五岁以下的儿童玩。
en:underground:adverb:1,underground,adverb,在地下；秘密地,adv 在地下；秘密地；adj 地下的；秘密的；先锋派的；n 地下；地铁；地道；地下组织；秘密活动；先锋派团体,/ʌndɚˈɡraʊnd/,/ʌndə'graʊnd/,This animal spends most of its life underground.,这种动物一生中的大部分时间都待在地下。
en:unit:noun:1,unit,noun,单位，单元；装置；[军] 部队；部件,n 单位，单元；装置；[军] 部队；部件,/'junɪt/,/'juːnɪt/,The man is in the hospital’s intensive care unit.,那名男子在医院的重症监护室。
en:university:noun:1,university,noun,大学；综合性大学；大学校舍,n 大学；综合性大学；大学校舍,"/,junɪ'vɝsəti/",/juːnɪ'vɜːsɪtɪ/,normal university,师范大学
en:unless:conjunction:1,unless,conjunction,除非，如果不,conj 除非，如果不；prep 除…之外,/ən'lɛs/,/ʌn'les/,"Unless some extra money is found, the theatre will close.",要是不能找到更多资金，剧院将要关闭。
en:until:conjunction:1,until,conjunction,在…以前；直到…时,conj 在…以前；直到…时；prep 在…以前；到…为止,/ən'tɪl/,/ən'tɪl/,The ticket is valid until March.,这张票的有效期一直到 3 月份。
en:up:adverb:1,up,adverb,起来；上涨；向上,adv 起来；上涨；向上；prep 在…之上；向…的较高处；adj 涨的；起床的；向上的；n 上升；繁荣,/ʌp/,/ʌp/,We walked slowly up the hill.,我们慢慢地爬上山。
en:upstairs:adverb:1,upstairs,adverb,在楼上，向楼上；上楼；往楼上,adv 在楼上，向楼上；上楼；往楼上；adj 楼上的；n 楼上,"/,ʌp'stɛrz/",/ʌp'steəz/,I went upstairs and had a shower.,我上楼冲了个澡。
en:us:pronoun:1,us,pronoun,我们,pron 我们,/juːɛs/,/juːɛs/,Please help us.,请帮助我们。
en:use:noun:1,use,noun,使用；用途；发挥,n 使用；用途；发挥；v 利用；耗费,/juz/,/juːz/,an exit for use in emergencies,紧急出口
en:used:adjective:1,used,adjective,习惯的；二手的，使用过的,adj 习惯的；二手的，使用过的；v 用（use的过去式）；（used to）过去常做,/juzd/,/juːzd/,"I do the dishes every day, so I’m used to it.",我每天洗盘子，所以习惯了。
en:useful:adjective:1,useful,adjective,有用的，有益的；有帮助的,adj 有用的，有益的；有帮助的,/'jusfl/,/'juːsfʊl; -f(ə)l/,useful information,有用的信息
en:useless:adjective:1,useless,adjective,无用的；无效的,adj 无用的；无效的,/'jusləs/,/ˈju:sləs/,The editor killed a few useless lines.,编辑删掉了几行无用的文字。
en:usual:adjective:1,usual,adjective,通常的，惯例的；平常的,adj 通常的，惯例的；平常的,/'juʒuəl/,/'juːʒʊəl/,Make a cheese sauce in the usual way.,按通常的做法做奶酪酱。
en:vacation:noun:1,vacation,noun,假期；（房屋）搬出,n 假期；（房屋）搬出；v 休假，度假,/vəˈkeɪʃn; veɪ-/,/vəˈkeɪʃn; veɪ-/,We’re planning a vacation in Europe.,我们正计划去欧洲度假。
en:value:noun:1,value,noun,值；价值；价格；重要性；确切涵义,n 值；价值；价格；重要性；确切涵义；v 评价；重视；估价,/'vælju/,/'væljuː/,the nutritional value of cereal,谷类食物的营养价值
en:vcd:adjective:1,VCD,adjective,视频高密光盘（Video Compact Disc）；可变电容二极管（Variable Capacitance Diode）,abbr 视频高密光盘（Video Compact Disc）；可变电容二极管（Variable Capacitance Diode）,,,,
en:vegetable:noun:1,vegetable,noun,蔬菜；植物；植物人,n 蔬菜；植物；植物人；adj 蔬菜的；植物的,/ˈvɛdʒtəbəl; ˈvɛdʒətəbəl/,/'vedʒtəb(ə)l; 'vedʒɪtə-/,fresh fruit and vegetables,新鲜果蔬
en:vehicle:noun:1,vehicle,noun,[车辆] 车辆；工具；交通工具；运载工具；传播媒介；媒介物,n [车辆] 车辆；工具；交通工具；运载工具；传播媒介；媒介物,/'viːɪkl/,/ˈviːɪk(ə)l/,a description of the stolen vehicle,对被盗车辆的描述
en:very:adjective:1,very,adjective,恰好是，正是；甚至；十足的；特有的,adj 恰好是，正是；甚至；十足的；特有的；adv 非常，很；完全；n (Very)人名；(英)维里,/'vɛri/,/'verɪ/,He died in this very room.,他就是在这个房间里去世的。
en:victory:noun:1,victory,noun,胜利；成功；克服,n 胜利；成功；克服,/'vɪktəri/,/'vɪkt(ə)rɪ/,Union leaders are heading for victory in their battle over workplace rights.,工会领袖们在争取工作场所权利的斗争中正迈向胜利。
en:video:noun:1,video,noun,[电子] 视频；录像，录像机；电视,n [电子] 视频；录像，录像机；电视；adj 视频的；录像的；电视的；v 录制,/'vɪdɪo/,/'vɪdɪəʊ/,Let’s stay at home and watch a video.,我们待在家里看录像吧。
en:village:noun:1,village,noun,村庄；村民；（动物的）群落,n 村庄；村民；（动物的）群落,/'vɪlɪdʒ/,/'vɪlɪdʒ/,a little fishing village,一座小渔村
en:violin:noun:1,violin,noun,小提琴；小提琴手,n 小提琴；小提琴手,"/,vaɪə'lɪn/",/vaɪə'lɪn; 'vaɪəlɪn/,violin concerto,小提琴协奏曲
en:visit:noun:1,visit,noun,访问；参观；逗留,n 访问；参观；逗留；v 访问；参观；视察,/'vɪzɪt/,/'vɪzɪt/,We’re just here on a short visit.,我们只在这儿作短暂逗留。
en:visitor:noun:1,visitor,noun,访问者，参观者；视察者；候鸟,n 访问者，参观者；视察者；候鸟,/'vɪzɪtɚ/,/'vɪzɪtə/,Times Square attracts more than 30 million visitors annually.,时代广场每年吸引三千多万游客。
en:voice:noun:1,voice,noun,声音；嗓音；发言权；愿望,n 声音；嗓音；发言权；愿望；v 表达；吐露,/vɔɪs/,/vɒɪs/,He recognized her voice instantly.,他立刻听出了她的声音。
en:volleyball:noun:1,volleyball,noun,排球,n 排球,/'vɑlɪbɔl/,/'vɒlɪbɔːl/,I like playing beach volleyball.,我喜欢打沙滩排球。
en:wait:verb:1,wait,verb,等候；推迟；延缓,v 等候；推迟；延缓；n 等待；等候,/wet/,/weɪt/,Hurry up! Everyone’s waiting.,快点！大家在等着呢。
en:walk:noun:1,walk,noun,步行，走；散步,n 步行，走；散步；v 散步；走过,/wɔk/,/wɔːk/,It’s a long walk. Maybe we should get the bus.,走着去很远，或许我们应该乘公共汽车。
en:wall:noun:1,wall,noun,墙壁，围墙；似墙之物,n 墙壁，围墙；似墙之物；v 用墙围住，围以墙；adj 墙壁的,/wɔl/,/wɔːl/,the Great Wall of China,中国的长城
en:want:verb:1,want,verb,需要；希望；应该；缺少,v 需要；希望；应该；缺少；n 需要；缺乏；贫困；必需品,/wɑnt/,/wɒnt/,I really want a drink.,我很想喝一杯。
en:war:noun:1,war,noun,战争，斗争；军事，战术；冲突，对抗，竞争,n 战争，斗争；军事，战术；冲突，对抗，竞争；v 打仗，作战；对抗,/wɔr/,/wɔː/,the Vietnam War,越南战争
en:warm:adjective:1,warm,adjective,温暖的；热情的,adj 温暖的；热情的；v 同情；激动；变温暖；n 取暖；加热,/wɔrm/,/wɔːm/,The house was lovely and warm.,那房子漂亮温暖。
en:warn:verb:1,warn,verb,警告，提醒；通知,v 警告，提醒；通知；n (Warn)人名；(英)沃恩；(德)瓦恩,/wɔrn/,/wɔːn/,"‘Be careful, the rocks are slippery,’ Alex warned.",“小心，岩石很滑。”亚历克斯提醒说。
en:wash:noun:1,wash,noun,洗涤；洗的衣服；化妆水；冲积物,n 洗涤；洗的衣服；化妆水；冲积物；v 洗涤；洗刷；冲走；拍打,/wɑːʃ/,/wɒʃ/,Those jeans need a good wash (= a thorough wash ).,那条牛仔裤要好好洗一洗了。
en:waste:noun:1,waste,noun,浪费；废物；荒地；损耗；地面风化物,n 浪费；废物；荒地；损耗；地面风化物；v 浪费；消耗；使荒芜；adj 废弃的；多余的；荒芜的,/west/,/weɪst/,excessive waste in state spending,政府支出方面的过度浪费
en:watch:verb:1,watch,verb,观察；注视；看守；警戒,v 观察；注视；看守；警戒；n 手表；监视；守护；值班人,/wɑtʃ/,/wɒtʃ/,Do you mind if I watch?,你介意我看着吗？
en:water:noun:1,water,noun,水；海水；雨水；海域，大片的水,n 水；海水；雨水；海域，大片的水；v 使湿；供以水；给…浇水,/ˈwɔtɚ; ˈwɑtɚ/,/'wɔːtə/,There’s water all over the bathroom floor.,浴室地面上都是水。
en:watermelon:noun:1,watermelon,noun,西瓜,n 西瓜,/'wɔtɚmɛlən/,/'wɔːtəmelən/,"Oh, what a big watermelon!",喔唷， 这么大的西瓜!
en:way:noun:1,way,noun,方法；道路；方向；行业；习惯,n 方法；道路；方向；行业；习惯；adv 大大地；远远地；adj 途中的,/we/,/weɪ/,There are several different ways we can tackle this problem.,我们可以用几种不同的方法处理这个问题。
en:we:pronoun:1,we,pronoun,我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人,pron 我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人；n (We)人名；(缅)韦,/wi/,/wiː/,"‘Did you go into the supermarket?’ ‘No, we didn’t.’",“你们进超级市场了吗？”“我们没有进去。”
en:weak:adjective:1,weak,adjective,[经] 疲软的；虚弱的；无力的；不牢固的,adj [经] 疲软的；虚弱的；无力的；不牢固的,/wik/,/wiːk/,The illness left her feeling weak.,疾病使她感到身体虚弱。
en:wealth:noun:1,wealth,noun,财富；大量；富有,n 财富；大量；富有,/wɛlθ/,/welθ/,The country’s wealth comes from its oil.,这个国家的财富来自石油。
en:weather:noun:1,weather,noun,天气；气象；气候；处境,n 天气；气象；气候；处境；v 经受住；使风化；侵蚀；使受风吹雨打；adj 露天的；迎风的,/'wɛðɚ/,/'weðə/,What’s the weather like today?,今天天气如何？
en:website:noun:1,website,noun,网站（全球资讯网的主机站）,n 网站（全球资讯网的主机站）,,,"For more information on weight loss and healthy eating, visit our website.",有关减肥和健康饮食的更多信息，请访问我们的网站。
en:wednesday:noun:1,Wednesday,noun,星期三,n 星期三,/'wɛnzde/,/ˈwɛnzdeɪ/,"Come and have supper with us on Wednesday, if you're free.",星期三过来和我们一起吃晚饭，如果有空的话。
en:week:noun:1,week,noun,周，星期,n 周，星期,/wik/,/wiːk/,I can’t see you this week.,我这星期不能见你。
en:weekday:noun:1,weekday,noun,平日，普通日；工作日,n 平日，普通日；工作日,/'wikde/,/'wiːkdeɪ/,"If you want to avoid the crowds, it's best to come on a weekday.",如果你想避开人流，最好在工作日来。
en:weekend:noun:1,weekend,noun,周末，周末休假；周末聚会,n 周末，周末休假；周末聚会；adj 周末的，周末用的；v 度周末,/ˈwikend/,/wiːkˈɛnd/,Are you doing anything nice this weekend?,这个周末你有什么好的安排？
en:weigh:verb:1,weigh,verb,权衡；考虑；称…重量,v 权衡；考虑；称…重量；n 权衡；称重量,/weɪ/,/weɪ/,The young birds weigh only a few grams.,雏鸟重量只有几克。
en:weight:noun:1,weight,noun,重量，重力；负担；砝码；重要性,n 重量，重力；负担；砝码；重要性；v 加重量于，使变重,/wet/,/weɪt/,The average weight of a baby at birth is just over seven pounds.,婴儿的平均出生体重是七磅多一点。
en:welcome:adjective:1,welcome,adjective,受欢迎的,adj 受欢迎的；n 欢迎；v 欢迎；int 欢迎,/ˈwelkəm/,/ˈwɛlkəm/,I had the feeling I wasn’t really welcome.,我感觉到我其实不受欢迎。
en:west:noun:1,west,noun,西；西方；西部,n 西；西方；西部；adj 西方的；朝西的；adv 在西方；向西方；自西方,/wɛst/,/west/,There’s a slight chance of some sunshine in the west.,西部地区见晴的可能性不大。
en:western:adjective:1,western,adjective,西方的，西部的；有西方特征的,adj 西方的，西部的；有西方特征的；n 西方人；西部片，西部小说,/'wɛstɚn/,/'west(ə)n/,the western end of the bay,海湾的西端
en:wet:adjective:1,wet,adjective,[气象][物] 潮湿的；有雨的,adj [气象][物] 潮湿的；有雨的；n 雨天；湿气；v 弄湿,/wɛt/,/wet/,I’ve washed your shirt but it’s still wet.,我把你的衬衫洗过了，不过现在还是湿的。
en:whale:verb:1,whale,verb,猛揍；使惨败,v 猛揍；使惨败；n 鲸；巨大的东西,/wel/,/weɪl/,a whale of a,[美国口语]了不起的，非常大的，极大的；极好的，精彩的
en:what:pronoun:1,what,pronoun,什么；多么；多少,pron 什么；多么；多少；adj 什么；多么；何等；adv 到什么程度，在哪一方面；int 什么；多么,/hwʌt; hwɑt; wʌt; wɑt/,/wɒt/,What are you doing?,你在做什么？
en:whatever:adjective:1,whatever,adjective,不管什么样的,adj 不管什么样的；pron 无论什么；诸如此类；conj 无论什么,/wət'ɛvɚ/,/wɒt'evə/,or whatever,等等；诸如此类的事
en:wheat:noun:1,wheat,noun,小麦；小麦色,n 小麦；小麦色,/wit/,/wiːt/,a field of wheat,小麦地
en:wheel:noun:1,Wheel,noun,车轮；方向盘；转动,n 车轮；方向盘；转动；v 转动；使变换方向；给…装轮子,/wil/,/wiːl/,The car wheels spun and slipped on some oil on the road.,小汽车的车轮在路面的油迹上空转打了滑。
en:when:conjunction:1,when,conjunction,考虑到；既然；当…时；在…时；如果,conj 考虑到；既然；当…时；在…时；如果；adv 什么时候，何时；（用于时间的表达方式之后）在那时；其时；当时；pron 那时；什么时侯；n 时间，时候；日期；场合,/wɛn/,/wɛn/,When are we leaving?,我们什么时候走？
en:whenever:conjunction:1,whenever,conjunction,每当；无论何时,conj 每当；无论何时；adv 不论何时；随便什么时候,/wɛn'ɛvɚ/,/wen'evə/,They were always there by you， whenever you needed them.,无论何时你需要他们，他们总是在你身边。
en:where:adverb:1,where,adverb,在哪里,adv 在哪里；pron 哪里；conj 在…的地方；n 地点,/wɛr/,/weə/,Where are you going?,你要到哪儿去？
en:whether:conjunction:1,whether,conjunction,是否；不论,conj 是否；不论；pron 两个中的哪一个,/'wɛðɚ/,/'weðə/,Maurice asked me whether I needed any help.,莫里斯问我是否需要帮助。
en:which:pronoun:1,which,pronoun,哪/那一个；哪/那一些,pron 哪/那一个；哪/那一些；adj 哪一个；哪一些,/wɪtʃ/,/wɪtʃ/,which one,哪一个
en:while:conjunction:1,while,conjunction,虽然；然而；当……的时候,conj 虽然；然而；当……的时候；n 一会儿；一段时间；v 消磨；轻松地度过,/waɪl/,/wʌɪl/,They arrived while we were having dinner.,他们来时我们正在吃饭。
en:white:adjective:1,white,adjective,白色的；白种的；纯洁的,adj 白色的；白种的；纯洁的；n 白色；洁白；白种人,/waɪt/,/wʌɪt/,a white dress,白色连衣裙
en:who:pronoun:1,who,pronoun,谁；什么人,pron 谁；什么人,/hu/,/huː; hʊ/,Who locked the door?,谁锁的门？
en:whole:adjective:1,whole,adjective,完整的；纯粹的,adj 完整的；纯粹的；n 整体；全部,/hol/,/həʊl/,You have your whole life ahead of you!,你有一辈子要过呢！
en:whom:pronoun:1,whom,pronoun,谁（who的宾格）,pron 谁（who的宾格）,/hum/,/huːm/,From whom shall I get comfort?,我从谁那儿能得到安慰呢?
en:whose:pronoun:1,whose,pronoun,谁的（疑问代词）,pron 谁的（疑问代词）,/huz/,/huːz/,The word “dentist”denotes a doctor whose work is the care of teeth.,“牙科医生”一词意谓其工作是医治牙齿的医生。
en:why:interjection:1,why,interjection,哎呀！什么？,int 哎呀！什么？；adv 为什么,/hwaɪ/,/waɪ/,"Why, look who’s here!",哎呀，看看这是谁！
en:wide:adjective:1,wide,adjective,广泛的；宽的，广阔的；张大的；远离目标的,adj 广泛的；宽的，广阔的；张大的；远离目标的；adv 广泛地；广阔地；充分地；n 大千世界,/waɪd/,/waɪd/,a man with a wide experience of foreign affairs,外交事务经验丰富的人
en:wife:noun:1,wife,noun,妻子，已婚妇女；夫人,n 妻子，已婚妇女；夫人,/wʌɪf/,/wʌɪf/,Have you met my wife?,你见过我的妻子吗？
en:wind:noun:1,wind,noun,风；呼吸；气味；卷绕,n 风；呼吸；气味；卷绕；v 缠绕；上发条；使弯曲；吹号角；绕住或缠住某人,/wɪnd; (for v.) waɪnd/,/wɪnd; (for v.) waɪnd/,The wind blew from the northeast.,风从东北方向吹来。
en:window:noun:1,window,noun,窗；窗口；窗户,n 窗；窗口；窗户,/'wɪndo/,/'wɪndəʊ/,Television provides us with a useful window on the world.,电视为我们提供了了解世界的有用渠道。
en:windy:adjective:1,windy,adjective,多风的，有风的；腹胀的；吹牛的,adj 多风的，有风的；腹胀的；吹牛的,/'wɪndi/,/'wɪndɪ/,It’s too windy for a picnic.,风太大，不适合野餐。
