sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:rocket:verb:1,rocket,verb,迅速上升； 猛涨,v 迅速上升； 猛涨；n 火箭,/'rɑkɪt/,/'rɒkɪt/,Interest rates rocketed up.,利率飞涨。
en:somewhere:adverb:2,somewhere,adverb,在某处， 到某处； 大约， 大概,adv 在某处， 到某处； 大约， 大概,/'sʌmwɛr/,/'sʌmweə(r)/,My wallet must be around here somewhere.,我的钱包肯定是在这里的什么地方。
en:scene:noun:1,scene,noun,一场， 一个镜头， 一节； (戏剧、 事件,n 一场， 一个镜头， 一节； (戏剧、 事件,/sin/,/siːn/,"Hamlet, Act 5 Scene 2",《哈姆雷特》第5幕第2场
en:injure:verb:1,injure,verb,伤害， 损害， 损伤,v 伤害， 损害， 损伤,/'ɪndʒɚ/,/'ɪndʒə(r)/,"A number of bombs have exploded, seriously injuring at least five people.",一些炸弹爆炸了，至少5人严重受伤。
en:saturday:noun:2,Saturday,noun,星期六,n 星期六,/sætɚdɪ; -de/,/'sætədeɪ/,The festivities begin Saturday.,庆祝活动从星期六开始。
en:freeze:verb:1,freeze,verb,（使）结冰，（使）冻结,v （使）结冰，（使）冻结；n 〔价格、工资等的〕冻结,/friz/,/friːz/,The lake had frozen overnight.,湖上一夜之间就结了冰。
en:province:noun:1,province,noun,省； 领域； 范围,n 省； 领域； 范围,/'prɑvɪns/,/'prɒvɪns/,a Chinese province,中国的一个省
en:clever:adjective:2,clever,adjective,聪明的， 机灵的； 灵巧的， 精巧的,adj 聪明的， 机灵的； 灵巧的， 精巧的,/'klɛvɚ/,/'klevə(r)/,a clever man,聪明的人
en:friend:noun:2,friend,noun,朋友， 友人,n 朋友， 友人,/frɛnd/,/frend/,"Jerry, this is my friend Sue.",杰里，这是我的朋友休。
en:bookcase:noun:1,bookcase,noun,书柜， 书架,n 书柜， 书架,/'bʊkkes/,/'bukkeɪs/,I have a bookcase in the room.,我有一个书架在房间里。
en:january:noun:2,January,noun,一月,n 一月,/'dʒænjʊ'ɛri/,/'dʒænjuəri/,We always have snow in January.,我们这里1月份总会下雪。
en:recent:adjective:2,recent,adjective,新近的， 近来的,adj 新近的， 近来的,/'risnt/,/'riːsnt/,Irving’s most recent book,欧文最新的书
en:they:pronoun:2,they,pronoun,他们,pron 他们,/ðe/,/ðeɪ/,Bob and Sue said they wouldn’t be able to come.,鲍勃和休说他们来不了。
en:noise:noun:2,noise,noun,声音， 响声； 噪音,n 声音， 响声； 噪音,/nɔɪz/,/nɔɪz/,What’s that noise?,那是什么声音？
en:pleasure:noun:2,pleasure,noun,高兴， 愉快； 满足； 乐事， 快事,n 高兴， 愉快； 满足； 乐事， 快事,/ˈplɛʒɚ/,/'pleʒə(r)/,the simple pleasures of life,生活中的简单乐趣
en:old:adjective:2,old,adjective,老的， 年老的； 古老的， 陈旧的， 过时的； …岁的， …久的； 以前的， 过去,adj 老的， 年老的； 古老的， 陈旧的， 过时的； …岁的， …久的； 以前的， 过去,/old/,/əuld/,a pair of old shoes,一双旧鞋
en:them:pronoun:2,them,pronoun,他们,pron 他们,/ðɛm; ðəm/,/ðəm/,Has anyone seen my keys? I can’t find them anywhere.,有人见到我的钥匙吗？我哪儿都找不到。
en:then:adverb:2,then,adverb,当时， 在那时； 那么， 因而； 然后， 于是,adv 当时， 在那时； 那么， 因而； 然后， 于是,/ðɛn/,/ðen/,This then was the situation facing the government at the end of the war.,这就是战争结束时摆在政府面前的情况。
en:ancient:adjective:2,ancient,adjective,古代的， 古老的； 年老的， 看上去很老的,adj 古代的， 古老的； 年老的， 看上去很老的,/ˈenʃənt/,/'eɪnʃənt/,the ancient civilizations of Asia,亚洲的古代文明
en:accept:verb:2,accept,verb,接受； 承认； 相信,vt 接受； 承认； 相信,/əkˈsɛpt/,/ək's3pt/,Students accepted by Stanford Law School had very high scores on the LSAT.,斯坦福法学院录取的学生LSAT（法学院入学考试）的成绩非常高。
en:zigzag:adjective:1,zigzag,adjective,“之”字形的,adj “之”字形的；v 弯弯曲曲行进；n “之”字形；蜿蜒曲折,/'zɪɡzæɡ/,/'zɪgzæg/,The path zigzagged down the hillside.,小路沿着山坡蜿蜒而下。
en:seat:verb:1,seat,verb,使坐下； 供给…座位，,v 使坐下； 供给…座位，；n 座位，座部；所在地，场所；席位，职位,/sit/,/siːt/,"The arena seats 60,000.",这个圆形运动场能坐六万人。
en:horse:noun:2,horse,noun,马,n 马,/hɔrs/,/hɔːs/,a horse and cart,一辆马车
en:twelve:numeral:1,twelve,numeral,十二， 十二个,num 十二， 十二个,/twɛlv/,/twelv/,He received a twelve-month jail sentence.,他获刑12个月。
en:london:noun:2,London,noun,伦敦,n 伦敦,/ˈlʌndən/,/'lʌndən/,I trained to London.,我乘火车到伦敦。
en:underwater:adverb:1,underwater,adverb,在水下， 在水中,adv 在水下， 在水中；adj 水下的；水下使用的；水下行动的,"/,ʌndɚ'wɔtɚ/",/ˌʌndə'wɔːtə(r)/,...giant submarines able to travel at high speeds underwater.,…能在水下高速行驶的巨型潜艇。
en:singular:adjective:1,singular,adjective,单数的； 单一的,adj 单数的； 单一的,/'sɪŋɡjəlɚ/,/'sɪŋgjələ(r)/,the singular form of the noun,该名词的单数形式
en:autumn:noun:2,autumn,noun,秋， 秋季,n 秋， 秋季,/'ɔtəm/,/'ɔːtəm/,autumn mists,秋天的雾霭
en:bridge:verb:1,bridge,verb,架桥于； 把…连接起来,v 架桥于； 把…连接起来；n 桥，桥梁；桥牌,/brɪdʒ/,/brɪdʒ/,a fallen tree bridging the stream,倒下来架在小溪上的树
en:conference:noun:2,conference,noun,会议； 讨论， 商谈,n 会议； 讨论， 商谈,/'kɑnfərəns/,/'kɒnfərəns/,Representatives from over 100 countries attended the International Peace Conference in Geneva.,来自一百多个国家的代表出席了在日内瓦举行的国际和平大会。
en:activity:noun:2,activity,noun,活动， 行动； 活跃， 活力,n 活动， 行动； 活跃， 活力,/ækˈtɪvətɪ/,/æk'tɪvəti/,Everyone is free to engage in peaceful political activity.,每个人都可以自由参加和平的政治活动。
en:dormitory:noun:1,dormitory,noun,宿舍,n 宿舍,/'dɔrmətɔri/,/'dɔː(r)mətɔːri/,She lived in a college dormitory.,她住在一幢大学宿舍楼里。
en:recite:verb:2,recite,verb,背诵， 朗诵； 列举， 逐一讲述,v 背诵， 朗诵； 列举， 逐一讲述,/rɪ'saɪt/,/rɪ'saɪt/,She recited a poem that she had learnt at school.,她背诵了一首学校里学的诗。
en:seek:verb:1,seek,verb,[sought-sought] 寻找， 追求； 征求， 请求； 试图， 设法； 探索,v [sought-sought] 寻找， 追求； 征求， 请求； 试图， 设法； 探索,/sik/,/siːk/,Do you think the President will seek re-election ?,你认为总统会谋求连任吗？
en:sun:noun:2,sun,noun,太阳， 日,n 太阳， 日,/sʌn/,/sʌn/,The sky was blue and the sun was shining.,天空蔚蓝，阳光明媚。
en:eighteenth:numeral:1,eighteenth,numeral,第十八,num 第十八,/'e'tinθ/,/ˌeɪ'tiːnθ/,I took the elevator to the eighteenth floor.,我坐电梯上了第十八层。
en:seem:verb:2,seem,verb,好像， 似乎,v 好像， 似乎,/sim/,/siːm/,Ann didn’t seem very sure.,安看来并不十分肯定。
en:secretary:noun:2,secretary,noun,秘书； 书记； 部长， 大臣,n 秘书； 书记； 部长， 大臣,/'sɛkrətɛrɪ/,/'sekrətri/,My secretary will fax you all the details.,我的秘书会把所有的细节发传真给你。
en:heel:noun:1,heel,noun,脚后跟， 踵； 后跟,n 脚后跟， 踵； 后跟,/hil/,/hiːl/,black boots with high heels,有高跟的黑靴子
en:disturb:verb:2,disturb,verb,弄乱， 打乱； 打扰； 使烦恼,v 弄乱， 打乱； 打扰； 使烦恼,/dɪ'stɝb/,/dɪ'stɜːb/,My hormone balance is disturbed by my pregnancy.,怀孕打乱了我的荷尔蒙平衡。
en:so:adverb:2,so,adverb,如此， 那么； 非常， 很； 这样， 那样；,adv 如此， 那么； 非常， 很； 这样， 那样；,/so/,/səu/,The troops will not advance until ordered to do so .,在接到命令之前，部队不会前进。
en:pierce:verb:1,pierce,verb,刺穿， 刺破， 穿透； 穿孔， 打眼,v 刺穿， 刺破， 穿透； 穿孔， 打眼,/pɪrs/,/'piːəs/,Steam the corn until it can easily be pierced with a fork.,把玉米蒸到用叉子可以轻易扎透。
en:key:noun:2,key,noun,钥匙； 关键， 要害； 键； 调； 答案， 题解； 图例,n 钥匙； 关键， 要害； 键； 调； 答案， 题解； 图例,,/kiː/,A bunch of keys hung from his belt.,他的皮带上挂着一串钥匙。
en:teenager:noun:1,teenager,noun,十几岁的青少年,n 十几岁的青少年,/'tinedʒɚ/,/'tiːneɪdʒə(r)/,a TV sex education series aimed at teenagers,一部针对青少年的性教育电视系列片
en:calendar:noun:1,calendar,noun,日历， 月历； 日程表,n 日历， 月历； 日程表,/'kæləndɚ/,/'kælɪndə(r)/,"There was a calendar on the wall above, with large squares around the dates.",墙的上方曾有一本日历，日期框在大方格里。
en:silk:noun:2,silk,noun,丝， 丝绸,n 丝， 丝绸,/sɪlk/,/sɪlk/,pure silk stockings,生丝面料的漂亮连衣裙
en:dumpling:noun:2,dumpling,noun,饺子,n 饺子,/'dʌmplɪŋ/,/'dʌmplɪŋ/,chicken and dumplings,鸡肉和汤团
en:silent:adjective:2,silent,adjective,寂静的； 沉默的； 无声的， 不发出声音的,adj 寂静的； 沉默的； 无声的， 不发出声音的,/'saɪlənt/,/'saɪlənt/,The large house was silent and lonely.,这幢大房子寂静荒凉。
en:storm:verb:1,storm,verb,猛攻， 直捣； 怒气冲冲地走,v 猛攻， 直捣； 怒气冲冲地走；n 暴风雨，暴风雪；激动，爆发,/stɔrm/,/stɔːm/,An angry crowd stormed the embassy.,愤怒的人群突然袭击大使馆。
en:one:pronoun:2,one,pronoun,一人， 一个； 一个人， 任何人,pron 一人， 一个； 一个人， 任何人；num 一，一个,/wʌn/,/wʌn/,‘Have you got a camera?’ ‘No.’ ‘You should buy one’ (= buy a camera ).,“你有照相机吗？”“没有。”“你应该买一架。”
en:garage:noun:1,garage,noun,车库； 汽车修理行,n 车库； 汽车修理行,/gəˈrɑ:ʒ; ɡəˈrɑʒ/,/'gærɑːʒ； gə'rɑːʒ/,I’ll just go and put the car in the garage.,我把车停到车库去。
en:slipper:verb:1,slipper,verb,用拖鞋打,v 用拖鞋打；n 拖鞋；轻便舞鞋,/'slɪpɚ/,/'slɪpə(r)/,No slipper is allowed in the laboratory.,不应在实验室穿著拖鞋。
en:store:verb:1,store,verb,贮藏， 储备， 存储,v 贮藏， 储备， 存储；n 商店，店铺；贮存，储备；储备品；仓库,/stɔr/,/stɔː(r)/,Store the beans in an airtight jar.,把豆子贮存在密封罐内。
en:flower:verb:1,flower,verb,开花； 发育， 成熟； 繁荣,v 开花； 发育， 成熟； 繁荣；n 花；花卉,/'flaʊɚ/,/'flauə(r)/,Bulbs that you plant in the autumn should flower the following spring.,秋天种下的鳞茎植物来年春天就会开花。
en:single:adjective:2,single,adjective,单一的， 单个的； 未婚的， 独身的； (床或,adj 单一的， 单个的； 未婚的， 独身的； (床或,/'sɪŋɡl/,/'sɪŋgl/,A single tree gave shade from the sun.,唯有一棵树遮阴。
en:hill:noun:2,hill,noun,小山， 山冈； 斜坡,n 小山， 山冈； 斜坡,/hɪl/,/hɪl/,Their house is on a hill overlooking the sea.,他们的房子建在可以俯视大海的小山上。
en:pull:verb:2,pull,verb,拉，拖，拔；移动,v 拉，拖，拔；移动；n 拉， 拖； 拉力， 牵引力， 引力,/pʊl/,/pul/,Mom! Davey’s pulling my hair!,妈妈! 戴维拽我的头发！
en:subway:noun:1,subway,noun,地铁； 地道， 地下过道,n 地铁； 地道， 地下过道,/'sʌbwe/,/'sʌbweɪ/,the New York City subway,纽约市的地铁
en:to:preposition:1,to,preposition,向， 往， 对着； 对， 给， 于； 趋于， 倾向； 直到…为止， 在…之前； 比， 对；,prep 向， 往， 对着； 对， 给， 于； 趋于， 倾向； 直到…为止， 在…之前； 比， 对；,/tə;tu;tuː/,/tuː/,She stood up and walked to the window.,她站起来走到窗前。
en:fourth:numeral:1,fourth,numeral,第四,num 第四；n 四分之一,/fɔrθ/,/fɔːθ/,He refers to the US fourth and fifth amendments on these topics.,他指的是美国第四和第五修正案的有关权利。
en:story:noun:2,story,noun,故事， 传说， 小说； 情况， 事情； 报道； 层,n 故事， 传说， 小说； 情况， 事情； 报道； 层,/stɔrɪ/,/'stɔːri/,a book of short stories,短篇小说集
en:but:adverb:1,but,adverb,只， 仅仅,adv 只， 仅仅；conj 但是，可是，然而；而；prep 除…以外,/bʌt/,/bʌt/,This is but one example of what can happen when things go badly wrong.,倒霉的时候就会发生这样的事，这只不过是其中一例。
en:country:noun:2,country,noun,国家； 国土； 国民， 全国人民； 农村， 乡村,n 国家； 国土； 国民， 全国人民； 农村， 乡村,/'kʌntri/,/'kʌntri/,the Scandinavian countries,斯堪的纳维亚国家
en:symbol:noun:2,symbol,noun,符号， 标志； 象征,n 符号， 标志； 象征,/'sɪmbl/,/'sɪmbl/,The symbol on the packet is a guarantee that the food has been produced organically.,包装盒上的这个标识保证这种食物是有机生产的。
en:bus:noun:2,bus,noun,公共汽车,n 公共汽车,/bʌs/,/bʌs/,I took a bus to San Francisco.,我乘公共汽车去旧金山。
en:separate:verb:2,separate,verb,使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居； 使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居,v 使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居； 使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居,/(for v.) sɛpəˌret; (for adj.) sɛprɪt/,/(for v.) ˈsepəreɪt; (for adj.) ˈseprət/,This will keep your dressing from separating.,这样可以防止调味汁分层。
en:dislike:noun:1,dislike,noun,不喜欢， 讨厌,n&v 不喜欢， 讨厌,/dɪs'laɪk/,/dɪs'laɪk/,Why do you dislike her so much?,你为什么那么讨厌她？
en:buy:verb:1,buy,verb,[bought-bought] 买， 买得； 向…行贿， 收买,v [bought-bought] 买， 买得； 向…行贿， 收买,/baɪ/,/baɪ/,People say the judge had been bought by the Mafia.,人们都说法官被黑手党收买了。
en:express:adverb:1,express,adverb,用快递方式；,adv 用快递方式；；v 表示，表达；adj 特快的，直达的；明确的，明白表示的,/ɪk'sprɛs/,/ɪk'spres/,Send it express.,用快递把它送出。
en:ruler:noun:2,ruler,noun,统治者， 支配者； 尺,n 统治者， 支配者； 尺,/'rulɚ/,/'ruːlə(r)/,a 12-inch ruler,一把12英寸的尺子
en:zero:numeral:1,zero,numeral,零,num 零；n 零点， 零度,/ˈzɪro/,/'zɪərəu/,Make x greater than or equal to zero.,设x大于或等于零。
en:amazing:adjective:1,amazing,adjective,令人惊异的,adj 令人惊异的,/ə'mezɪŋ/,/ə'meɪzɪŋ/,He’s an amazing player to watch.,看他比赛那才叫精彩呢。
en:postcard:noun:2,postcard,noun,明信片,n 明信片,/'post'kɑrd/,/'pəustkɑːd/,Don’t forget to send us a postcard!,别忘了给我们寄张明信片！
en:up:adverb:2,up,adverb,向上，向较高处；往北；成直立姿势，起来；彻底地，完全地,adv 向上，向较高处；往北；成直立姿势，起来；彻底地，完全地；n 上升； 繁荣,/ʌp/,/ʌp/,We walked slowly up the hill.,我们慢慢地爬上山。
en:fifteenth:numeral:1,fifteenth,numeral,第十五,num 第十五；n 十五分之一,/'fɪf'tinθ/,/ˌfɪf'tiːnθ/,They succeeded in the experiment on the fifteenth trial.,他们在第十五次试验时获得了成功。
en:unusual:adjective:1,unusual,adjective,不平常的， 少有的； 独特的， 与众不同的,adj 不平常的， 少有的； 独特的， 与众不同的,/ʌnˈjuʒəl/,/ʌn'juːʒuəl/,an unusual feature,不寻常的特点
